;age;job;marital;education;default;balance;housing;loan;contact;days since last contact;number previous contacts;previous outcome
2929;27;management;single;tertiary;no;0;yes;no;cellular;-1;0;unknown
2930;58;blue-collar;married;primary;no;73;no;no;unknown;-1;0;unknown
2931;46;retired;married;primary;no;-35;yes;no;cellular;-1;0;unknown
2932;28;management;single;tertiary;no;1351;no;no;cellular;-1;0;unknown
2933;39;services;married;primary;no;1601;yes;no;unknown;-1;0;unknown
2934;41;services;married;unknown;no;88;yes;no;cellular;336;2;failure
2935;38;services;married;secondary;no;435;yes;no;unknown;-1;0;unknown
2936;50;unemployed;divorced;secondary;no;717;yes;no;cellular;-1;0;unknown
2937;56;services;married;secondary;no;705;yes;no;unknown;-1;0;unknown
2938;34;technician;married;secondary;no;1553;no;no;cellular;-1;0;unknown
2939;33;blue-collar;divorced;secondary;no;-131;yes;no;unknown;-1;0;unknown
2940;61;technician;married;secondary;no;1191;no;no;cellular;-1;0;unknown
2941;36;admin.;single;secondary;no;47;no;yes;cellular;-1;0;unknown
2942;34;technician;married;tertiary;no;544;yes;yes;cellular;-1;0;unknown
2943;36;blue-collar;married;secondary;no;688;yes;no;unknown;-1;0;unknown
2944;45;management;married;tertiary;no;242;no;no;cellular;-1;0;unknown
2945;27;student;single;tertiary;no;118;no;no;cellular;-1;0;unknown
2946;45;admin.;married;secondary;no;-388;yes;no;cellular;-1;0;unknown
2947;40;self-employed;married;tertiary;no;1603;no;no;unknown;-1;0;unknown
2948;36;management;single;secondary;no;1511;yes;no;cellular;-1;0;unknown
2949;46;blue-collar;married;primary;no;147;yes;no;cellular;169;3;failure
2950;37;entrepreneur;married;tertiary;no;836;yes;no;unknown;-1;0;unknown
2951;36;technician;married;secondary;no;55;yes;no;cellular;369;4;failure
2952;37;admin.;married;secondary;no;1123;no;yes;unknown;-1;0;unknown
2953;22;student;single;tertiary;no;691;no;no;cellular;-1;0;unknown
2954;51;services;married;secondary;no;0;no;yes;unknown;-1;0;unknown
2955;49;technician;married;secondary;no;12531;no;no;cellular;-1;0;unknown
2956;35;management;married;tertiary;no;552;yes;yes;cellular;124;1;failure
2957;50;housemaid;married;primary;no;0;no;no;unknown;-1;0;unknown
2958;31;services;married;tertiary;no;309;yes;yes;unknown;-1;0;unknown
2959;47;services;single;secondary;no;33;yes;no;cellular;-1;0;unknown
2960;59;blue-collar;married;secondary;no;681;yes;no;telephone;-1;0;unknown
2961;32;blue-collar;married;secondary;no;1787;yes;no;cellular;357;4;failure
2962;71;retired;married;tertiary;no;14220;yes;no;cellular;-1;0;unknown
2963;31;management;single;tertiary;no;12569;no;no;cellular;295;1;failure
2964;41;blue-collar;married;primary;no;4;no;no;cellular;-1;0;unknown
2965;35;blue-collar;married;primary;no;3587;yes;no;unknown;-1;0;unknown
2966;36;management;married;tertiary;no;254;no;no;unknown;-1;0;unknown
2967;46;blue-collar;divorced;primary;no;1712;no;no;unknown;-1;0;unknown
2968;46;blue-collar;married;secondary;no;4855;yes;no;cellular;397;1;failure
2969;47;technician;married;tertiary;no;2408;no;no;cellular;104;1;success
2970;35;management;single;tertiary;no;252;yes;no;cellular;-1;0;unknown
2971;37;blue-collar;married;secondary;no;346;yes;no;cellular;316;1;failure
2972;56;admin.;married;secondary;no;45;no;no;unknown;-1;0;unknown
2973;46;admin.;married;secondary;no;556;yes;yes;unknown;-1;0;unknown
2974;44;management;divorced;tertiary;no;-710;yes;no;cellular;-1;0;unknown
2975;48;technician;single;tertiary;no;-551;yes;no;cellular;-1;0;unknown
2976;28;blue-collar;single;secondary;no;56;yes;no;unknown;-1;0;unknown
2977;38;entrepreneur;married;tertiary;no;1514;no;yes;cellular;120;3;failure
2978;34;management;single;tertiary;no;178;yes;no;cellular;-1;0;unknown
2979;56;technician;married;secondary;no;359;yes;no;unknown;-1;0;unknown
2980;55;retired;divorced;secondary;no;1580;no;yes;unknown;-1;0;unknown
2981;44;blue-collar;divorced;secondary;no;221;no;no;cellular;-1;0;unknown
2982;38;technician;married;tertiary;no;1161;yes;no;unknown;-1;0;unknown
2983;53;retired;married;secondary;no;1278;yes;no;telephone;-1;0;unknown
2984;41;admin.;single;tertiary;no;982;no;no;cellular;-1;0;unknown
2985;34;technician;single;secondary;no;16;no;no;cellular;-1;0;unknown
2986;34;management;single;tertiary;no;1;no;no;cellular;-1;0;unknown
2987;35;services;married;secondary;no;128;yes;no;cellular;-1;0;unknown
2988;38;entrepreneur;single;secondary;no;2543;no;no;cellular;414;4;failure
2989;42;entrepreneur;married;tertiary;no;42045;no;no;cellular;-1;0;unknown
2990;56;blue-collar;married;primary;no;828;yes;no;cellular;349;1;failure
2991;37;management;divorced;tertiary;no;0;yes;no;cellular;-1;0;unknown
2992;47;housemaid;married;secondary;no;3940;yes;no;cellular;96;5;success
2993;29;blue-collar;married;secondary;no;125;yes;no;unknown;-1;0;unknown
2994;41;management;married;tertiary;no;140;yes;no;unknown;-1;0;unknown
2995;43;technician;single;secondary;no;593;yes;no;unknown;-1;0;unknown
2996;38;self-employed;married;secondary;no;746;no;no;unknown;-1;0;unknown
2997;31;technician;married;secondary;no;589;yes;yes;unknown;-1;0;unknown
2998;32;management;single;tertiary;no;2343;no;no;cellular;-1;0;unknown
2999;40;management;married;tertiary;no;294;yes;no;cellular;-1;0;unknown
3000;45;admin.;married;secondary;no;644;no;yes;telephone;-1;0;unknown
3001;43;management;married;secondary;no;-26;yes;no;unknown;-1;0;unknown
3002;27;services;single;secondary;no;3354;yes;no;cellular;-1;0;unknown
3003;33;management;single;tertiary;no;23;no;no;cellular;-1;0;unknown
3004;37;admin.;married;secondary;no;7;yes;no;cellular;105;1;other
3005;60;admin.;married;secondary;no;3735;no;no;cellular;188;9;success
3006;51;self-employed;married;unknown;no;2094;no;no;cellular;-1;0;unknown
3007;44;blue-collar;married;secondary;no;508;yes;no;cellular;154;1;failure
3008;48;management;married;unknown;no;0;yes;no;cellular;344;1;other
3009;57;blue-collar;married;primary;no;93;yes;no;telephone;-1;0;unknown
3010;29;technician;single;tertiary;no;0;yes;no;unknown;-1;0;unknown
3011;50;services;married;secondary;no;26394;no;no;cellular;-1;0;unknown
3012;36;services;married;secondary;no;-11;yes;no;cellular;-1;0;unknown
3013;49;technician;married;tertiary;no;523;yes;no;cellular;-1;0;unknown
3014;49;technician;married;secondary;yes;-74;yes;no;cellular;-1;0;unknown
3015;35;management;married;tertiary;no;0;no;no;cellular;-1;0;unknown
3016;39;technician;single;secondary;no;122;yes;no;unknown;-1;0;unknown
3017;34;blue-collar;married;primary;no;351;no;yes;cellular;-1;0;unknown
3018;57;self-employed;married;secondary;no;35;no;yes;unknown;-1;0;unknown
3019;37;technician;divorced;secondary;no;2610;yes;no;cellular;-1;0;unknown
3020;25;services;single;secondary;no;64;no;no;cellular;-1;0;unknown
3021;43;blue-collar;married;primary;no;60;no;no;cellular;367;2;other
3022;37;blue-collar;married;secondary;no;342;yes;no;cellular;175;1;failure
3023;36;blue-collar;single;tertiary;no;1830;no;no;cellular;91;11;failure
3024;49;management;divorced;tertiary;no;1904;no;yes;cellular;-1;0;unknown
3025;38;management;single;tertiary;no;16957;yes;no;telephone;247;2;failure
3026;39;management;divorced;tertiary;no;26;no;no;unknown;-1;0;unknown
3027;40;management;married;tertiary;no;0;no;no;cellular;96;8;success
3028;34;admin.;married;secondary;no;79;yes;no;unknown;-1;0;unknown
3029;39;blue-collar;married;primary;no;2303;yes;no;unknown;-1;0;unknown
3030;53;blue-collar;married;secondary;no;65;no;no;cellular;-1;0;unknown
3031;44;management;married;tertiary;no;332;yes;no;cellular;-1;0;unknown
3032;32;technician;divorced;secondary;no;-399;yes;no;unknown;-1;0;unknown
3033;50;technician;divorced;secondary;no;-54;yes;yes;cellular;292;1;failure
3034;29;services;married;primary;no;-102;no;no;unknown;-1;0;unknown
3035;55;unemployed;married;tertiary;no;4809;yes;no;cellular;186;3;other
3036;73;retired;married;primary;no;279;no;no;cellular;-1;0;unknown
3037;52;technician;married;secondary;no;11;yes;no;unknown;-1;0;unknown
3038;49;services;married;secondary;no;2201;yes;no;unknown;-1;0;unknown
3039;63;retired;married;primary;no;8044;no;no;cellular;-1;0;unknown
3040;34;admin.;married;secondary;no;2374;yes;no;cellular;209;2;failure
3041;32;admin.;single;secondary;no;92;yes;no;cellular;315;2;failure
3042;49;housemaid;married;tertiary;no;443;no;no;cellular;-1;0;unknown
3043;40;blue-collar;married;primary;no;1397;yes;no;telephone;334;1;failure
3044;53;entrepreneur;married;unknown;no;7;no;no;cellular;-1;0;unknown
3045;53;technician;married;tertiary;no;3177;no;no;cellular;-1;0;unknown
3046;43;blue-collar;married;primary;no;232;no;yes;cellular;-1;0;unknown
3047;35;management;single;secondary;no;81;yes;no;cellular;-1;0;unknown
3048;35;services;single;secondary;no;414;yes;no;cellular;319;2;other
3049;25;student;single;tertiary;no;1433;yes;no;cellular;-1;0;unknown
3050;31;technician;single;unknown;no;187;no;no;cellular;-1;0;unknown
3051;48;management;married;tertiary;no;0;no;no;cellular;-1;0;unknown
3052;40;housemaid;married;secondary;no;4610;no;no;cellular;-1;0;unknown
3053;46;blue-collar;married;primary;no;1429;yes;no;unknown;-1;0;unknown
3054;30;services;single;secondary;no;334;no;no;cellular;-1;0;unknown
3055;47;services;married;secondary;no;2;no;yes;cellular;-1;0;unknown
3056;23;services;single;secondary;no;500;yes;no;unknown;-1;0;unknown
3057;29;technician;married;tertiary;no;43;yes;no;unknown;-1;0;unknown
3058;38;technician;married;secondary;no;4030;yes;no;cellular;177;5;failure
3059;56;housemaid;married;primary;no;306;no;yes;cellular;-1;0;unknown
3060;52;admin.;married;secondary;no;0;no;no;cellular;275;1;failure
3061;55;retired;married;secondary;no;168;no;no;cellular;-1;0;unknown
3062;43;entrepreneur;married;tertiary;no;210;no;no;cellular;-1;0;unknown
3063;34;blue-collar;married;secondary;no;518;yes;no;cellular;-1;0;unknown
3064;43;management;single;tertiary;no;1696;yes;no;cellular;474;3;failure
3065;55;services;married;secondary;no;-31;no;yes;cellular;-1;0;unknown
3066;34;blue-collar;married;secondary;no;856;yes;no;cellular;150;5;other
3067;34;management;single;tertiary;no;318;yes;no;unknown;-1;0;unknown
3068;43;self-employed;married;tertiary;no;64;no;no;unknown;-1;0;unknown
3069;39;blue-collar;married;primary;no;800;yes;no;cellular;-1;0;unknown
3070;39;technician;single;unknown;no;75;no;no;unknown;-1;0;unknown
3071;34;technician;single;secondary;no;347;yes;no;cellular;197;6;failure
3072;55;management;married;tertiary;no;2366;yes;yes;cellular;-1;0;unknown
3073;67;retired;married;tertiary;no;701;no;no;cellular;-1;0;unknown
3074;34;entrepreneur;married;tertiary;no;475;yes;yes;cellular;-1;0;unknown
3075;47;blue-collar;married;secondary;no;3285;no;no;cellular;-1;0;unknown
3076;33;blue-collar;married;primary;no;925;no;no;cellular;-1;0;unknown
3077;45;entrepreneur;married;secondary;no;128;no;yes;cellular;-1;0;unknown
3078;36;blue-collar;married;secondary;no;1587;yes;no;cellular;-1;0;unknown
3079;59;technician;divorced;secondary;no;879;yes;no;unknown;-1;0;unknown
3080;33;services;married;secondary;no;478;no;no;cellular;-1;0;unknown
3081;52;technician;divorced;secondary;no;280;no;no;cellular;-1;0;unknown
3082;53;blue-collar;married;primary;no;1868;no;no;cellular;-1;0;unknown
3083;41;unemployed;married;primary;no;819;no;no;cellular;-1;0;unknown
3084;45;blue-collar;married;secondary;no;4646;yes;no;unknown;-1;0;unknown
3085;60;self-employed;single;secondary;no;27;no;no;cellular;-1;0;unknown
3086;32;blue-collar;married;secondary;no;736;yes;no;unknown;-1;0;unknown
3087;28;management;single;tertiary;no;224;yes;no;cellular;-1;0;unknown
3088;31;technician;single;secondary;no;2544;no;no;cellular;184;3;success
3089;53;blue-collar;married;secondary;no;427;no;yes;cellular;-1;0;unknown
3090;58;management;married;tertiary;no;2764;no;no;cellular;-1;0;unknown
3091;38;blue-collar;married;secondary;no;376;yes;no;unknown;-1;0;unknown
3092;46;management;married;tertiary;no;523;yes;no;cellular;366;2;failure
3093;53;entrepreneur;married;tertiary;no;71;no;yes;cellular;-1;0;unknown
3094;56;retired;married;secondary;no;3948;no;no;cellular;135;3;failure
3095;52;services;single;secondary;no;1810;no;no;telephone;-1;0;unknown
3096;38;technician;married;secondary;no;994;no;no;unknown;-1;0;unknown
3097;37;services;married;primary;no;52;yes;no;unknown;-1;0;unknown
3098;37;blue-collar;married;primary;no;11;no;no;telephone;-1;0;unknown
3099;37;technician;married;secondary;yes;0;no;no;unknown;-1;0;unknown
3100;66;retired;married;primary;no;747;no;no;telephone;93;1;failure
3101;44;blue-collar;married;primary;no;2657;yes;no;unknown;-1;0;unknown
3102;61;retired;married;secondary;no;313;no;yes;unknown;-1;0;unknown
3103;34;admin.;married;secondary;no;61;no;yes;unknown;-1;0;unknown
3104;33;admin.;single;secondary;no;2557;yes;no;cellular;-1;0;unknown
3105;30;services;divorced;secondary;no;0;yes;no;cellular;-1;0;unknown
3106;27;services;divorced;secondary;no;10;yes;no;cellular;-1;0;unknown
3107;37;services;married;secondary;no;658;yes;no;telephone;-1;0;unknown
3108;38;blue-collar;married;primary;no;1679;yes;no;unknown;-1;0;unknown
3109;35;management;single;tertiary;no;0;no;yes;cellular;-1;0;unknown
3110;50;technician;married;secondary;no;841;yes;no;unknown;-1;0;unknown
3111;39;management;married;secondary;no;0;yes;no;cellular;-1;0;unknown
3112;35;management;married;secondary;no;1160;yes;no;unknown;-1;0;unknown
3113;36;admin.;divorced;secondary;no;-37;yes;no;unknown;-1;0;unknown
3114;28;services;single;secondary;no;94;yes;no;cellular;-1;0;unknown
3115;39;self-employed;married;tertiary;no;585;yes;no;cellular;181;3;failure
3116;39;self-employed;married;secondary;no;235;no;no;unknown;-1;0;unknown
3117;30;blue-collar;single;secondary;no;2145;yes;no;cellular;-1;0;unknown
3118;32;services;married;secondary;no;1464;yes;no;unknown;-1;0;unknown
3119;28;technician;married;secondary;no;232;yes;yes;cellular;261;1;failure
3120;47;technician;married;primary;no;187;yes;no;unknown;-1;0;unknown
3121;53;management;married;tertiary;no;12;no;no;cellular;-1;0;unknown
3122;57;blue-collar;married;primary;no;318;yes;no;unknown;-1;0;unknown
3123;47;services;married;secondary;no;405;no;yes;cellular;-1;0;unknown
3124;56;management;married;tertiary;no;334;yes;no;unknown;-1;0;unknown
3125;38;admin.;married;primary;no;0;yes;no;unknown;-1;0;unknown
3126;52;blue-collar;married;primary;no;2;no;no;unknown;-1;0;unknown
3127;46;technician;married;secondary;no;966;yes;yes;cellular;-1;0;unknown
3128;57;blue-collar;married;primary;yes;195;no;yes;telephone;-1;0;unknown
3129;42;blue-collar;divorced;unknown;no;0;no;no;cellular;-1;0;unknown
3130;57;unemployed;married;secondary;no;0;no;no;unknown;-1;0;unknown
3131;51;housemaid;married;secondary;no;260;no;no;cellular;-1;0;unknown
3132;53;self-employed;married;tertiary;no;451;yes;no;cellular;249;2;failure
3133;37;blue-collar;married;primary;no;3242;yes;no;unknown;-1;0;unknown
3134;47;self-employed;divorced;secondary;no;8515;yes;no;unknown;112;4;other
3135;48;management;married;tertiary;no;1808;yes;no;cellular;-1;0;unknown
3136;39;blue-collar;married;primary;no;20;yes;no;unknown;-1;0;unknown
3137;42;blue-collar;married;secondary;no;3068;yes;yes;cellular;-1;0;unknown
3138;36;management;married;tertiary;no;23;no;no;cellular;-1;0;unknown
3139;34;technician;single;secondary;no;1076;no;no;cellular;-1;0;unknown
3140;61;retired;married;primary;no;1060;yes;no;unknown;-1;0;unknown
3141;32;admin.;single;secondary;no;678;yes;no;cellular;246;4;failure
3142;35;blue-collar;single;primary;no;1147;yes;yes;telephone;-1;0;unknown
3143;54;blue-collar;married;secondary;no;-630;no;no;unknown;-1;0;unknown
3144;31;management;married;tertiary;no;459;no;no;cellular;-1;0;unknown
3145;45;technician;divorced;secondary;no;976;yes;no;cellular;338;2;failure
3146;32;housemaid;married;tertiary;no;357;yes;no;cellular;-1;0;unknown
3147;52;unemployed;married;secondary;no;-9;no;no;unknown;-1;0;unknown
3148;36;admin.;single;secondary;no;1927;yes;no;cellular;137;1;other
3149;31;services;married;secondary;no;500;yes;no;unknown;-1;0;unknown
3150;53;technician;married;secondary;no;9146;no;no;cellular;-1;0;unknown
3151;43;entrepreneur;married;secondary;no;59;no;no;unknown;-1;0;unknown
3152;47;housemaid;married;primary;no;0;no;no;cellular;-1;0;unknown
3153;46;blue-collar;married;primary;no;328;yes;no;unknown;-1;0;unknown
3154;34;management;divorced;secondary;no;291;no;no;cellular;-1;0;unknown
3155;55;technician;single;tertiary;no;-703;yes;no;cellular;-1;0;unknown
3156;23;admin.;single;secondary;no;589;yes;no;cellular;-1;0;unknown
3157;75;blue-collar;married;secondary;no;6053;no;no;cellular;190;1;failure
3158;58;admin.;married;secondary;no;1142;no;no;telephone;-1;0;unknown
3159;35;admin.;married;secondary;no;725;yes;no;cellular;133;1;failure
3160;27;management;married;tertiary;no;802;no;no;cellular;-1;0;unknown
3161;24;technician;married;secondary;no;556;yes;no;cellular;-1;0;unknown
3162;48;admin.;married;secondary;no;191;yes;no;cellular;-1;0;unknown
3163;31;technician;single;secondary;no;373;no;no;cellular;-1;0;unknown
3164;57;technician;married;secondary;no;6164;no;no;cellular;-1;0;unknown
3165;53;management;married;tertiary;no;37;no;no;cellular;-1;0;unknown
3166;42;blue-collar;married;primary;no;1156;yes;no;telephone;-1;0;unknown
3167;50;entrepreneur;married;secondary;no;806;yes;yes;cellular;297;2;other
3168;59;admin.;married;secondary;no;2381;no;no;cellular;-1;0;unknown
3169;38;services;married;secondary;no;-314;yes;no;unknown;-1;0;unknown
3170;39;blue-collar;married;secondary;no;285;yes;yes;unknown;-1;0;unknown
3171;28;blue-collar;single;primary;no;1199;yes;no;cellular;-1;0;unknown
3172;55;management;divorced;tertiary;no;481;yes;no;telephone;298;3;failure
3173;33;technician;single;tertiary;no;137;no;no;cellular;-1;0;unknown
3174;36;blue-collar;single;secondary;no;168;yes;no;telephone;-1;0;unknown
3175;38;admin.;divorced;secondary;no;156;yes;no;unknown;-1;0;unknown
3176;28;admin.;single;secondary;no;4745;no;no;telephone;181;5;success
3177;32;management;single;tertiary;no;11797;yes;no;cellular;-1;0;unknown
3178;35;admin.;married;secondary;no;786;no;yes;cellular;-1;0;unknown
3179;58;technician;married;primary;no;4015;no;no;unknown;-1;0;unknown
3180;30;services;married;secondary;no;0;yes;no;unknown;-1;0;unknown
3181;33;blue-collar;married;secondary;no;331;yes;no;cellular;365;5;other
